Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,age_group,screen_time_hours,sleep_affected
16,Female,6.63,Laptop,True,0.47,Poor Sleep,Rural,13-17 (Teen),6.63,1
17,Male,5.2,Smartphone,True,0.41,Poor Sleep,Rural,13-17 (Teen),5.2,1
15,Male,4.06,Smartphone,True,0.47,,Urban,13-17 (Teen),4.06,0
9,Male,0.0,Smartphone,False,0.6,,Urban,8-12 (Pre-teen),0.0,0
8,Female,4.27,TV,True,0.59,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),4.27,1
9,Female,5.33,Smartphone,True,0.51,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),5.33,1
14,Female,5.2,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),5.2,1
11,Female,5.62,Tablet,True,0.48,Eye Strain,Urban,8-12 (Pre-teen),5.62,0
17,Female,3.22,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.22,1
12,Female,4.83,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),4.83,1
14,Female,2.73,Smartphone,False,0.39,,Urban,13-17 (Teen),2.73,0
10,Female,4.81,Tablet,True,0.51,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.81,1
17,Male,4.16,Smartphone,True,0.48,,Urban,13-17 (Teen),4.16,0
9,Female,8.08,TV,True,0.55,Poor Sleep,Urban,8-12 (Pre-teen),8.08,1
14,Male,5.31,TV,True,0.4,Poor Sleep,Urban,13-17 (Teen),5.31,1
12,Female,5.19,Smartphone,True,0.47,Poor Sleep,Urban,8-12 (Pre-teen),5.19,1
8,Male,4.26,Tablet,True,0.52,,Urban,8-12 (Pre-teen),4.26,0
8,Male,3.77,Smartphone,True,0.52,"Poor Sleep, Anxiety",Rural,8-12 (Pre-teen),3.77,1
16,Male,4.59,Smartphone,True,0.46,Poor Sleep,Urban,13-17 (Teen),4.59,1
12,Male,5.64,Smartphone,True,0.38,,Urban,8-12 (Pre-teen),5.64,0
8,Male,6.3,Tablet,True,0.41,Poor Sleep,Urban,8-12 (Pre-teen),6.3,1
14,Male,3.75,Smartphone,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.75,1
16,Male,5.49,Tablet,True,0.49,,Rural,13-17 (Teen),5.49,0
18,Female,4.63,Smartphone,True,0.48,Obesity Risk,Urban,18-29 (Young Adult),4.63,0
8,Female,4.96,Smartphone,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),4.96,1
17,Female,4.43,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.43,1
11,Female,3.34,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural,8-12 (Pre-teen),3.34,1
10,Male,2.15,Tablet,True,0.48,,Rural,8-12 (Pre-teen),2.15,0
12,Female,0.32,Laptop,False,0.46,,Urban,8-12 (Pre-teen),0.32,0
14,Female,5.27,TV,True,0.38,Poor Sleep,Urban,13-17 (Teen),5.27,1
15,Male,2.5,Smartphone,False,0.44,,Urban,13-17 (Teen),2.5,0
9,Female,9.23,Smartphone,True,0.4,Anxiety,Urban,8-12 (Pre-teen),9.23,0
14,Female,4.93,Smartphone,True,0.3,Anxiety,Urban,13-17 (Teen),4.93,0
8,Male,0.0,Smartphone,False,0.42,,Rural,8-12 (Pre-teen),0.0,0
14,Female,4.66,Smartphone,True,0.31,,Urban,13-17 (Teen),4.66,0
15,Female,5.56,TV,True,0.42,Anxiety,Rural,13-17 (Teen),5.56,0
9,Male,1.56,Smartphone,False,0.43,,Urban,8-12 (Pre-teen),1.56,0
16,Female,3.43,Smartphone,True,0.31,Poor Sleep,Urban,13-17 (Teen),3.43,1
8,Male,8.35,Smartphone,True,0.58,Eye Strain,Urban,8-12 (Pre-teen),8.35,0
13,Female,4.56,Smartphone,True,0.41,Poor Sleep,Rural,13-17 (Teen),4.56,1
8,Male,2.1,Tablet,True,0.51,,Urban,8-12 (Pre-teen),2.1,0
10,Male,5.69,TV,True,0.54,Eye Strain,Urban,8-12 (Pre-teen),5.69,0
18,Male,5.54,TV,True,0.41,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),5.54,1
13,Female,4.37,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),4.37,1
10,Female,3.99,Tablet,True,0.43,Anxiety,Urban,8-12 (Pre-teen),3.99,0
15,Female,6.26,Smartphone,True,0.36,,Rural,13-17 (Teen),6.26,0
12,Male,7.49,Smartphone,True,0.39,,Urban,8-12 (Pre-teen),7.49,0
9,Male,4.96,TV,True,0.46,Obesity Risk,Rural,8-12 (Pre-teen),4.96,0
11,Female,5.53,Smartphone,True,0.44,Poor Sleep,Rural,8-12 (Pre-teen),5.53,1
16,Female,2.67,TV,False,0.31,,Urban,13-17 (Teen),2.67,0
11,Male,3.99,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.99,1
17,Female,2.76,Tablet,False,0.44,,Urban,13-17 (Teen),2.76,0
17,Female,5.01,Laptop,True,0.34,,Urban,13-17 (Teen),5.01,0
15,Female,4.49,TV,True,0.37,Poor Sleep,Rural,13-17 (Teen),4.49,1
12,Male,5.9,Smartphone,True,0.37,Poor Sleep,Urban,8-12 (Pre-teen),5.9,1
18,Male,4.03,TV,True,0.39,,Rural,18-29 (Young Adult),4.03,0
18,Female,3.38,Smartphone,True,0.32,,Urban,18-29 (Young Adult),3.38,0
17,Female,4.33,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),4.33,1
8,Male,2.46,Smartphone,True,0.4,,Rural,8-12 (Pre-teen),2.46,0
14,Female,4.42,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.42,1
10,Male,3.4,Tablet,True,0.53,Poor Sleep,Urban,8-12 (Pre-teen),3.4,1
17,Female,5.69,Laptop,True,0.33,,Urban,13-17 (Teen),5.69,0
15,Male,2.36,Smartphone,False,0.45,,Urban,13-17 (Teen),2.36,0
10,Male,8.57,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),8.57,1
8,Female,6.23,Tablet,True,0.54,,Urban,8-12 (Pre-teen),6.23,0
12,Female,4.02,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.02,1
9,Female,1.54,TV,False,0.56,,Urban,8-12 (Pre-teen),1.54,0
18,Male,3.2,Smartphone,True,0.38,"Eye Strain, Obesity Risk",Urban,18-29 (Young Adult),3.2,0
11,Female,5.09,TV,True,0.37,Poor Sleep,Rural,8-12 (Pre-teen),5.09,1
8,Male,0.42,TV,False,0.54,,Rural,8-12 (Pre-teen),0.42,0
16,Female,3.56,Smartphone,True,0.45,Poor Sleep,Urban,13-17 (Teen),3.56,1
13,Male,4.24,Smartphone,True,0.4,,Rural,13-17 (Teen),4.24,0
15,Female,3.56,Tablet,True,0.5,Poor Sleep,Rural,13-17 (Teen),3.56,1
18,Male,3.22,Smartphone,True,0.3,,Urban,18-29 (Young Adult),3.22,0
11,Male,3.42,Smartphone,True,0.32,,Urban,8-12 (Pre-teen),3.42,0
16,Female,1.53,TV,False,0.42,,Urban,13-17 (Teen),1.53,0
9,Male,2.28,TV,True,0.45,,Urban,8-12 (Pre-teen),2.28,0
16,Female,2.47,Smartphone,False,0.39,,Urban,13-17 (Teen),2.47,0
12,Male,5.44,TV,True,0.33,Poor Sleep,Urban,8-12 (Pre-teen),5.44,1
13,Female,4.54,Tablet,True,0.41,Poor Sleep,Rural,13-17 (Teen),4.54,1
10,Male,3.32,Smartphone,True,0.44,Eye Strain,Urban,8-12 (Pre-teen),3.32,0
11,Male,2.57,Laptop,False,0.36,,Rural,8-12 (Pre-teen),2.57,0
13,Female,4.49,Laptop,True,0.36,Poor Sleep,Urban,13-17 (Teen),4.49,1
14,Male,6.49,Laptop,True,0.38,Poor Sleep,Rural,13-17 (Teen),6.49,1
8,Female,0.0,Tablet,False,0.42,,Urban,8-12 (Pre-teen),0.0,0
14,Female,3.39,Smartphone,True,0.48,,Rural,13-17 (Teen),3.39,0
8,Male,7.66,Tablet,True,0.55,Eye Strain,Rural,8-12 (Pre-teen),7.66,0
12,Male,3.51,Smartphone,True,0.45,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),3.51,0
13,Female,7.54,Smartphone,True,0.43,"Anxiety, Obesity Risk",Urban,13-17 (Teen),7.54,0
9,Female,5.35,Tablet,True,0.53,Eye Strain,Rural,8-12 (Pre-teen),5.35,0
17,Female,5.83,Laptop,True,0.41,Poor Sleep,Urban,13-17 (Teen),5.83,1
16,Male,3.71,Laptop,True,0.4,Poor Sleep,Urban,13-17 (Teen),3.71,1
17,Male,5.04,Laptop,True,0.4,Poor Sleep,Urban,13-17 (Teen),5.04,1
13,Male,2.52,Smartphone,False,0.45,,Urban,13-17 (Teen),2.52,0
14,Male,5.39,Laptop,True,0.38,Obesity Risk,Rural,13-17 (Teen),5.39,0
17,Male,2.71,Smartphone,False,0.34,,Urban,13-17 (Teen),2.71,0
15,Male,4.3,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,13-17 (Teen),4.3,1
18,Female,4.86,Smartphone,True,0.41,,Rural,18-29 (Young Adult),4.86,0
17,Male,4.31,Smartphone,True,0.31,Obesity Risk,Rural,13-17 (Teen),4.31,0
8,Male,0.57,TV,False,0.48,,Urban,8-12 (Pre-teen),0.57,0
15,Male,4.21,TV,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),4.21,1
11,Male,3.23,Laptop,True,0.31,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.23,1
17,Female,4.84,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),4.84,1
15,Female,4.04,Smartphone,True,0.33,,Urban,13-17 (Teen),4.04,0
13,Female,7.02,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),7.02,1
18,Female,5.67,Smartphone,True,0.38,,Urban,18-29 (Young Adult),5.67,0
16,Female,5.38,TV,True,0.33,Poor Sleep,Urban,13-17 (Teen),5.38,1
18,Male,2.82,Smartphone,False,0.33,,Urban,18-29 (Young Adult),2.82,0
11,Female,3.8,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),3.8,1
9,Male,0.62,TV,False,0.51,,Urban,8-12 (Pre-teen),0.62,0
9,Female,4.43,Tablet,True,0.56,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),4.43,1
12,Female,5.89,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),5.89,1
17,Female,3.97,TV,True,0.41,Poor Sleep,Urban,13-17 (Teen),3.97,1
16,Male,5.04,Laptop,True,0.4,Poor Sleep,Urban,13-17 (Teen),5.04,1
10,Male,2.98,Smartphone,True,0.56,,Urban,8-12 (Pre-teen),2.98,0
15,Female,5.31,Smartphone,True,0.37,,Urban,13-17 (Teen),5.31,0
11,Female,5.47,TV,True,0.45,,Urban,8-12 (Pre-teen),5.47,0
13,Male,4.34,Laptop,True,0.38,Poor Sleep,Urban,13-17 (Teen),4.34,1
17,Male,4.83,Tablet,True,0.49,"Eye Strain, Obesity Risk",Rural,13-17 (Teen),4.83,0
13,Male,4.64,TV,True,0.35,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,13-17 (Teen),4.64,1
10,Male,1.52,TV,False,0.59,,Urban,8-12 (Pre-teen),1.52,0
12,Male,6.61,Smartphone,True,0.33,Anxiety,Rural,8-12 (Pre-teen),6.61,0
10,Female,5.52,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),5.52,1
18,Female,4.01,Smartphone,True,0.38,,Urban,18-29 (Young Adult),4.01,0
18,Female,2.49,TV,False,0.44,,Rural,18-29 (Young Adult),2.49,0
8,Female,3.27,Smartphone,True,0.44,,Rural,8-12 (Pre-teen),3.27,0
14,Female,5.56,Laptop,True,0.31,Poor Sleep,Urban,13-17 (Teen),5.56,1
11,Female,5.94,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),5.94,1
14,Female,3.21,TV,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),3.21,1
10,Female,5.19,TV,True,0.52,,Rural,8-12 (Pre-teen),5.19,0
18,Female,5.34,Laptop,True,0.41,,Urban,18-29 (Young Adult),5.34,0
12,Female,4.37,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),4.37,1
12,Male,5.58,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.58,1
9,Male,4.11,Smartphone,True,0.46,Eye Strain,Urban,8-12 (Pre-teen),4.11,0
18,Male,2.89,Laptop,False,0.47,,Urban,18-29 (Young Adult),2.89,0
17,Male,3.47,Smartphone,True,0.49,Poor Sleep,Rural,13-17 (Teen),3.47,1
9,Female,5.33,Tablet,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),5.33,1
11,Male,4.14,Smartphone,True,0.39,Poor Sleep,Rural,8-12 (Pre-teen),4.14,1
11,Female,3.92,Tablet,True,0.5,Poor Sleep,Urban,8-12 (Pre-teen),3.92,1
11,Female,2.64,Tablet,False,0.47,,Urban,8-12 (Pre-teen),2.64,0
13,Male,4.07,Laptop,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,13-17 (Teen),4.07,1
9,Female,0.0,Smartphone,False,0.56,,Rural,8-12 (Pre-teen),0.0,0
13,Female,4.85,Smartphone,True,0.45,,Urban,13-17 (Teen),4.85,0
14,Male,6.94,Smartphone,True,0.33,Poor Sleep,Urban,13-17 (Teen),6.94,1
18,Female,3.28,Smartphone,True,0.33,"Anxiety, Obesity Risk",Rural,18-29 (Young Adult),3.28,0
17,Female,5.17,Tablet,True,0.37,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),5.17,1
10,Male,0.0,Smartphone,False,0.56,,Rural,8-12 (Pre-teen),0.0,0
18,Male,5.03,Laptop,True,0.39,Eye Strain,Urban,18-29 (Young Adult),5.03,0
15,Female,5.7,Smartphone,True,0.44,"Poor Sleep, Eye Strain, Obesity Risk",Rural,13-17 (Teen),5.7,1
9,Male,9.28,Smartphone,True,0.54,Obesity Risk,Rural,8-12 (Pre-teen),9.28,0
18,Male,3.57,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Rural,18-29 (Young Adult),3.57,1
15,Female,7.89,Smartphone,True,0.36,,Urban,13-17 (Teen),7.89,0
18,Female,5.4,Laptop,True,0.41,Poor Sleep,Urban,18-29 (Young Adult),5.4,1
12,Female,3.74,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,8-12 (Pre-teen),3.74,1
9,Male,6.5,TV,True,0.5,Obesity Risk,Rural,8-12 (Pre-teen),6.5,0
14,Male,5.21,Smartphone,True,0.4,Anxiety,Urban,13-17 (Teen),5.21,0
9,Male,4.74,TV,True,0.56,Poor Sleep,Rural,8-12 (Pre-teen),4.74,1
13,Male,3.35,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,13-17 (Teen),3.35,1
17,Male,4.32,TV,True,0.48,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.32,1
10,Female,3.4,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),3.4,1
16,Female,7.36,TV,True,0.44,Anxiety,Rural,13-17 (Teen),7.36,0
10,Male,4.4,TV,True,0.57,Poor Sleep,Rural,8-12 (Pre-teen),4.4,1
18,Female,5.74,Tablet,True,0.47,,Urban,18-29 (Young Adult),5.74,0
10,Female,1.83,TV,False,0.58,,Urban,8-12 (Pre-teen),1.83,0
12,Male,3.88,Smartphone,True,0.33,,Urban,8-12 (Pre-teen),3.88,0
14,Female,3.39,TV,True,0.47,"Anxiety, Obesity Risk",Urban,13-17 (Teen),3.39,0
15,Female,4.87,Laptop,True,0.46,,Urban,13-17 (Teen),4.87,0
18,Female,3.7,Smartphone,True,0.31,Poor Sleep,Rural,18-29 (Young Adult),3.7,1
14,Female,3.78,TV,True,0.4,,Urban,13-17 (Teen),3.78,0
16,Female,3.94,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,13-17 (Teen),3.94,1
12,Male,5.47,Laptop,True,0.45,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.47,1
17,Female,6.98,TV,True,0.4,Poor Sleep,Urban,13-17 (Teen),6.98,1
18,Female,5.55,Smartphone,True,0.42,Eye Strain,Urban,18-29 (Young Adult),5.55,0
10,Male,1.44,TV,False,0.49,,Urban,8-12 (Pre-teen),1.44,0
13,Female,5.24,Smartphone,True,0.38,"Poor Sleep, Anxiety, Obesity Risk",Urban,13-17 (Teen),5.24,1
12,Male,4.4,Smartphone,True,0.47,,Rural,8-12 (Pre-teen),4.4,0
11,Male,4.07,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural,8-12 (Pre-teen),4.07,0
9,Female,6.69,TV,True,0.56,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),6.69,1
14,Male,6.66,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),6.66,1
12,Male,4.83,TV,True,0.48,,Rural,8-12 (Pre-teen),4.83,0
11,Male,4.75,Smartphone,True,0.35,"Eye Strain, Anxiety",Urban,8-12 (Pre-teen),4.75,0
15,Male,6.43,Smartphone,True,0.35,,Urban,13-17 (Teen),6.43,0
16,Male,3.18,TV,True,0.48,Poor Sleep,Rural,13-17 (Teen),3.18,1
16,Female,3.91,Smartphone,True,0.32,Obesity Risk,Urban,13-17 (Teen),3.91,0
10,Male,2.65,TV,True,0.41,,Urban,8-12 (Pre-teen),2.65,0
10,Female,4.56,TV,True,0.45,Poor Sleep,Urban,8-12 (Pre-teen),4.56,1
12,Male,4.69,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.69,1
12,Male,2.43,TV,False,0.42,,Rural,8-12 (Pre-teen),2.43,0
17,Male,3.88,TV,True,0.31,"Poor Sleep, Obesity Risk",Urban,13-17 (Teen),3.88,1
9,Male,1.66,Smartphone,False,0.44,,Urban,8-12 (Pre-teen),1.66,0
8,Male,2.22,Tablet,True,0.43,,Urban,8-12 (Pre-teen),2.22,0
15,Female,8.04,TV,True,0.42,Poor Sleep,Urban,13-17 (Teen),8.04,1
10,Male,2.12,Tablet,True,0.46,,Urban,8-12 (Pre-teen),2.12,0
8,Female,1.92,Smartphone,False,0.41,,Urban,8-12 (Pre-teen),1.92,0
8,Male,5.37,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),5.37,1
18,Female,2.65,Smartphone,False,0.3,,Rural,18-29 (Young Adult),2.65,0
9,Male,3.08,TV,True,0.57,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),3.08,1
13,Female,3.58,Smartphone,True,0.35,Anxiety,Urban,13-17 (Teen),3.58,0
13,Female,4.3,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,13-17 (Teen),4.3,1
10,Male,5.94,Tablet,True,0.43,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),5.94,1
11,Male,5.14,Smartphone,True,0.48,Eye Strain,Rural,8-12 (Pre-teen),5.14,0
9,Female,7.19,TV,True,0.54,"Poor Sleep, Anxiety, Obesity Risk",Urban,8-12 (Pre-teen),7.19,1
9,Male,4.03,TV,True,0.42,Poor Sleep,Urban,8-12 (Pre-teen),4.03,1
14,Male,3.63,TV,True,0.32,"Poor Sleep, Obesity Risk",Rural,13-17 (Teen),3.63,1
8,Male,3.74,TV,True,0.4,Eye Strain,Rural,8-12 (Pre-teen),3.74,0
14,Male,5.71,TV,True,0.38,Poor Sleep,Rural,13-17 (Teen),5.71,1
8,Female,3.86,TV,True,0.4,,Urban,8-12 (Pre-teen),3.86,0
13,Female,5.02,TV,True,0.32,Obesity Risk,Rural,13-17 (Teen),5.02,0
10,Male,5.76,Smartphone,True,0.43,Poor Sleep,Urban,8-12 (Pre-teen),5.76,1
15,Male,4.94,TV,True,0.49,,Rural,13-17 (Teen),4.94,0
13,Male,4.72,TV,True,0.3,Anxiety,Rural,13-17 (Teen),4.72,0
18,Female,4.0,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,18-29 (Young Adult),4.0,1
9,Female,5.24,Smartphone,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),5.24,1
15,Male,4.68,TV,True,0.36,Poor Sleep,Urban,13-17 (Teen),4.68,1
12,Male,4.92,Smartphone,True,0.3,"Poor Sleep, Obesity Risk",Urban,8-12 (Pre-teen),4.92,1
15,Female,3.8,Laptop,True,0.3,Poor Sleep,Urban,13-17 (Teen),3.8,1
15,Female,4.34,Smartphone,True,0.35,"Anxiety, Obesity Risk",Urban,13-17 (Teen),4.34,0
13,Female,3.73,TV,True,0.43,"Eye Strain, Obesity Risk",Urban,13-17 (Teen),3.73,0
9,Female,4.5,Smartphone,True,0.55,,Rural,8-12 (Pre-teen),4.5,0
15,Male,3.01,Smartphone,True,0.39,,Rural,13-17 (Teen),3.01,0
18,Male,3.55,Laptop,True,0.43,"Eye Strain, Anxiety",Rural,18-29 (Young Adult),3.55,0
13,Female,4.62,Laptop,True,0.43,Poor Sleep,Urban,13-17 (Teen),4.62,1
13,Female,3.86,Smartphone,True,0.42,Poor Sleep,Urban,13-17 (Teen),3.86,1
15,Female,3.96,TV,True,0.41,Eye Strain,Rural,13-17 (Teen),3.96,0
8,Female,4.13,Tablet,True,0.42,Poor Sleep,Rural,8-12 (Pre-teen),4.13,1
9,Female,5.03,TV,True,0.53,"Poor Sleep, Eye Strain",Urban,8-12 (Pre-teen),5.03,1
16,Female,4.4,Tablet,True,0.39,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.4,1
18,Female,6.08,Smartphone,True,0.4,Poor Sleep,Urban,18-29 (Young Adult),6.08,1
15,Male,3.92,Laptop,True,0.39,Poor Sleep,Urban,13-17 (Teen),3.92,1
14,Female,0.84,Laptop,False,0.35,,Urban,13-17 (Teen),0.84,0
14,Female,4.97,Smartphone,True,0.46,Poor Sleep,Rural,13-17 (Teen),4.97,1
12,Female,4.13,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.13,1
9,Male,2.01,TV,True,0.54,,Urban,8-12 (Pre-teen),2.01,0
18,Female,3.73,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,18-29 (Young Adult),3.73,1
13,Male,2.88,Smartphone,False,0.37,,Urban,13-17 (Teen),2.88,0
17,Male,4.86,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban,13-17 (Teen),4.86,1
10,Female,2.6,Smartphone,True,0.57,,Urban,8-12 (Pre-teen),2.6,0
11,Female,4.73,TV,True,0.44,Poor Sleep,Urban,8-12 (Pre-teen),4.73,1
17,Female,5.66,Smartphone,True,0.37,,Rural,13-17 (Teen),5.66,0
18,Male,3.84,Smartphone,True,0.47,Obesity Risk,Rural,18-29 (Young Adult),3.84,0
9,Male,0.86,TV,False,0.4,,Urban,8-12 (Pre-teen),0.86,0
9,Female,3.91,Smartphone,True,0.51,,Urban,8-12 (Pre-teen),3.91,0
15,Female,4.37,Smartphone,True,0.44,Eye Strain,Urban,13-17 (Teen),4.37,0
15,Male,4.29,Smartphone,True,0.37,,Urban,13-17 (Teen),4.29,0
17,Male,5.19,Laptop,True,0.35,Poor Sleep,Urban,13-17 (Teen),5.19,1
13,Male,5.84,Smartphone,True,0.5,"Anxiety, Obesity Risk",Rural,13-17 (Teen),5.84,0
12,Female,4.74,Tablet,True,0.38,"Poor Sleep, Eye Strain",Rural,8-12 (Pre-teen),4.74,1
15,Female,5.96,Laptop,True,0.43,Poor Sleep,Urban,13-17 (Teen),5.96,1
11,Female,6.37,Laptop,True,0.42,,Rural,8-12 (Pre-teen),6.37,0
18,Male,4.98,Laptop,True,0.32,Anxiety,Urban,18-29 (Young Adult),4.98,0
11,Male,2.12,Laptop,False,0.38,,Rural,8-12 (Pre-teen),2.12,0
12,Male,4.62,TV,True,0.48,Poor Sleep,Urban,8-12 (Pre-teen),4.62,1
8,Female,4.48,Smartphone,True,0.46,,Rural,8-12 (Pre-teen),4.48,0
8,Female,7.69,Tablet,True,0.45,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),7.69,1
9,Female,2.73,TV,True,0.47,,Rural,8-12 (Pre-teen),2.73,0
15,Male,5.12,TV,True,0.46,Anxiety,Urban,13-17 (Teen),5.12,0
14,Male,3.88,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.88,1
17,Female,6.99,Laptop,True,0.32,Eye Strain,Urban,13-17 (Teen),6.99,0
16,Male,5.91,TV,True,0.3,Poor Sleep,Urban,13-17 (Teen),5.91,1
12,Female,4.97,TV,True,0.33,"Poor Sleep, Anxiety",Urban,8-12 (Pre-teen),4.97,1
9,Male,4.27,Smartphone,True,0.54,Poor Sleep,Rural,8-12 (Pre-teen),4.27,1
14,Female,5.13,TV,True,0.32,"Poor Sleep, Anxiety",Rural,13-17 (Teen),5.13,1
15,Female,5.32,Tablet,True,0.31,,Urban,13-17 (Teen),5.32,0
14,Female,4.98,Laptop,True,0.36,,Urban,13-17 (Teen),4.98,0
14,Male,5.05,Smartphone,True,0.41,Poor Sleep,Urban,13-17 (Teen),5.05,1
12,Female,5.48,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),5.48,1
9,Female,2.13,Smartphone,True,0.48,,Rural,8-12 (Pre-teen),2.13,0
13,Female,7.7,Laptop,True,0.42,Poor Sleep,Urban,13-17 (Teen),7.7,1
11,Female,3.8,Laptop,True,0.4,"Eye Strain, Obesity Risk",Urban,8-12 (Pre-teen),3.8,0
17,Female,3.9,Tablet,True,0.47,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),3.9,1
9,Male,4.97,Smartphone,True,0.4,Poor Sleep,Rural,8-12 (Pre-teen),4.97,1
16,Female,3.56,TV,True,0.38,Eye Strain,Urban,13-17 (Teen),3.56,0
14,Male,1.98,Smartphone,False,0.42,,Urban,13-17 (Teen),1.98,0
13,Male,6.42,Smartphone,True,0.37,,Urban,13-17 (Teen),6.42,0
12,Female,3.85,TV,True,0.49,Poor Sleep,Rural,8-12 (Pre-teen),3.85,1
10,Female,4.59,TV,True,0.46,Poor Sleep,Urban,8-12 (Pre-teen),4.59,1
17,Male,5.4,TV,True,0.45,,Urban,13-17 (Teen),5.4,0
17,Female,4.82,TV,True,0.49,"Poor Sleep, Eye Strain",Urban,13-17 (Teen),4.82,1
11,Female,3.62,Smartphone,True,0.31,Poor Sleep,Urban,8-12 (Pre-teen),3.62,1
10,Male,1.92,Tablet,False,0.52,,Urban,8-12 (Pre-teen),1.92,0
18,Male,3.95,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,18-29 (Young Adult),3.95,1
15,Female,4.93,Smartphone,True,0.36,,Urban,13-17 (Teen),4.93,0
10,Female,1.69,TV,False,0.43,,Rural,8-12 (Pre-teen),1.69,0
14,Male,3.64,Laptop,True,0.5,"Poor Sleep, Anxiety",Rural,13-17 (Teen),3.64,1
14,Female,5.89,TV,True,0.42,Poor Sleep,Rural,13-17 (Teen),5.89,1
14,Male,2.73,TV,False,0.47,,Urban,13-17 (Teen),2.73,0
